,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000049231,0,0,0,0,2,0
ENSMUSG00000040562,1210,3404,1273,3751,1257,5805
ENSMUSG00000106614,0,0,0,0,0,0
ENSMUSG00000058135,31466,31474,28560,39202,32334,49183
ENSMUSG00000087357,2,4,1,13,0,3
ENSMUSG00000083627,0,1,0,0,0,2
ENSMUSG00000081688,0,1,0,1,0,0
ENSMUSG00000064569,0,0,0,0,0,0
ENSMUSG00000027890,964,1067,1141,1993,953,1319
ENSMUSG00000027889,1227,1133,1541,1353,1096,1195
ENSMUSG00000056411,21,40,17,39,26,49
ENSMUSG00000009108,30,60,35,57,28,35
ENSMUSG00000000001,3018,3004,2875,2745,2522,2296
ENSMUSG00000046793,0,6,0,0,0,0
ENSMUSG00000085318,0,0,0,1,0,0
ENSMUSG00000050947,327,259,293,313,541,394
ENSMUSG00000048796,160,172,125,198,182,186
ENSMUSG00000048997,39,51,47,46,46,57
ENSMUSG00000027887,3,4,5,5,4,5
ENSMUSG00000105961,0,0,0,0,0,0
ENSMUSG00000083462,0,0,0,0,0,0
ENSMUSG00000085102,0,0,0,0,0,0
ENSMUSG00000068749,1334,1114,1434,1240,1071,1092
ENSMUSG00000084863,1,0,1,0,0,0
ENSMUSG00000068747,1631,830,1579,963,1071,927
ENSMUSG00000105358,0,0,0,0,0,0
ENSMUSG00000078601,1,0,1,1,0,0
ENSMUSG00000068745,0,0,1,1,1,0
ENSMUSG00000074281,0,0,1,0,0,1
ENSMUSG00000068744,9,12,15,22,19,32
ENSMUSG00000068740,147,73,115,75,202,93
ENSMUSG00000068739,1534,1290,1514,1500,1819,1531
ENSMUSG00000089188,0,0,1,0,0,0
ENSMUSG00000106101,0,0,0,0,0,0
ENSMUSG00000040412,189,388,209,420,159,642
ENSMUSG00000080673,0,0,0,0,0,0
ENSMUSG00000103761,0,0,0,0,0,0
ENSMUSG00000027886,2,1,0,0,2,0
ENSMUSG00000088185,1,0,5,1,0,5
ENSMUSG00000105810,0,0,2,2,0,1
ENSMUSG00000068732,982,941,1023,1040,953,942
ENSMUSG00000092718,0,0,0,0,0,0
ENSMUSG00000048100,270,299,270,250,320,318
ENSMUSG00000040389,66,61,74,50,55,56
ENSMUSG00000081499,0,0,0,0,0,0
ENSMUSG00000027884,1782,1642,1684,1748,2026,1895
ENSMUSG00000027883,542,405,694,698,781,705
ENSMUSG00000098800,0,0,0,0,1,0
ENSMUSG00000049565,0,0,0,0,1,0
ENSMUSG00000027882,786,887,751,996,799,1195
ENSMUSG00000045326,4,1,3,1,4,1
ENSMUSG00000105175,0,0,0,1,0,0
ENSMUSG00000027881,1584,1845,1516,1611,1656,1517
ENSMUSG00000045662,0,0,1,0,0,0
ENSMUSG00000051638,0,0,0,0,0,0
ENSMUSG00000040339,113,167,57,46,28,48
ENSMUSG00000106108,0,0,0,0,0,0
ENSMUSG00000105371,0,0,0,0,0,0
ENSMUSG00000105638,0,0,0,0,0,0
ENSMUSG00000027880,0,0,0,0,0,0
ENSMUSG00000105139,0,0,0,0,0,3
ENSMUSG00000040322,43,55,20,18,10,34
ENSMUSG00000083717,0,0,0,0,0,0
ENSMUSG00000033721,75,72,43,20,14,28
ENSMUSG00000059857,0,0,0,0,0,0
ENSMUSG00000065872,0,0,0,0,0,0
ENSMUSG00000082624,0,0,0,0,0,0
ENSMUSG00000105639,0,0,0,0,0,0
ENSMUSG00000049300,98,105,135,114,141,130
ENSMUSG00000105509,37,40,53,45,38,52
ENSMUSG00000104944,0,0,0,0,0,0
ENSMUSG00000105859,0,0,0,0,0,0
ENSMUSG00000105121,0,0,0,0,0,0
ENSMUSG00000077253,0,0,0,0,0,0
ENSMUSG00000106650,0,0,0,0,0,0
ENSMUSG00000106487,0,0,0,0,0,0
ENSMUSG00000106100,0,0,0,0,0,0
ENSMUSG00000105882,0,0,0,0,0,0
ENSMUSG00000104711,0,0,0,0,0,0
ENSMUSG00000104543,0,0,0,0,0,0
ENSMUSG00000089017,0,0,0,0,0,0
ENSMUSG00000105507,0,0,0,0,0,0
ENSMUSG00000105077,1,0,1,1,0,0
ENSMUSG00000105073,0,0,0,0,0,0
ENSMUSG00000105785,0,0,0,0,0,0
ENSMUSG00000106666,0,0,0,0,0,0
ENSMUSG00000105588,0,0,0,0,0,0
ENSMUSG00000045952,0,0,0,0,1,0
ENSMUSG00000105665,0,0,0,0,0,0
ENSMUSG00000083079,0,0,0,0,0,1
ENSMUSG00000081506,0,0,0,0,0,0
ENSMUSG00000074268,0,0,0,0,0,0
ENSMUSG00000096770,0,0,0,0,0,0
ENSMUSG00000093931,0,0,0,0,0,0
ENSMUSG00000096569,0,0,0,0,0,0
ENSMUSG00000070360,0,0,0,0,0,0
ENSMUSG00000074264,7634,5760,8271,6776,10691,7911
ENSMUSG00000027981,350,337,238,248,275,300
ENSMUSG00000105836,0,1,0,0,3,4
ENSMUSG00000106454,0,0,2,0,0,0
ENSMUSG00000106084,0,0,0,0,0,0
ENSMUSG00000027966,0,0,1,1,1,0
ENSMUSG00000106452,0,0,0,0,0,0
ENSMUSG00000077410,0,0,0,0,0,0
ENSMUSG00000105225,0,0,0,0,0,0
ENSMUSG00000027965,17,140,39,189,27,144
ENSMUSG00000106510,0,0,0,0,0,0
ENSMUSG00000088346,0,0,0,0,0,0
ENSMUSG00000080676,0,0,0,0,0,0
ENSMUSG00000105829,0,0,0,0,0,0
ENSMUSG00000045092,2433,1630,3228,2012,2433,2588
ENSMUSG00000052769,4,5,3,5,6,9
ENSMUSG00000054426,89,93,130,129,97,89
ENSMUSG00000033554,288,242,200,233,240,231
ENSMUSG00000105108,1,0,0,0,0,0
ENSMUSG00000105017,0,0,0,1,0,0
ENSMUSG00000104803,0,0,0,0,0,0
ENSMUSG00000054414,855,1020,1104,1027,1073,1055
ENSMUSG00000104723,0,0,0,0,0,0
ENSMUSG00000105645,0,0,0,0,0,0
ENSMUSG00000089261,2,0,0,2,0,0
ENSMUSG00000027963,347,255,264,277,376,349
ENSMUSG00000077741,0,0,0,0,0,0
ENSMUSG00000027962,1108,1962,801,1042,578,1055
ENSMUSG00000104653,3,0,0,1,0,0
ENSMUSG00000105729,0,0,0,0,0,1
ENSMUSG00000097362,0,1,0,0,0,0
ENSMUSG00000104607,0,0,0,0,0,0
ENSMUSG00000068696,0,3,0,0,3,0
ENSMUSG00000033502,125,172,73,95,57,111
ENSMUSG00000106005,0,0,0,0,0,0
ENSMUSG00000089060,0,0,0,0,0,0
ENSMUSG00000088840,0,0,0,0,0,0
ENSMUSG00000000339,266,208,217,240,306,334
ENSMUSG00000097737,3,8,8,2,9,7
ENSMUSG00000000340,5827,4903,4842,5527,5698,5430
ENSMUSG00000082394,11,7,11,19,11,13
ENSMUSG00000105992,3,2,0,2,1,0
ENSMUSG00000034437,8,3,8,9,1,5
ENSMUSG00000027961,18,17,16,24,39,32
ENSMUSG00000106025,4,22,7,7,8,16
ENSMUSG00000033439,118,138,93,107,136,95
ENSMUSG00000027959,81,57,89,111,106,76
ENSMUSG00000106415,0,0,0,0,0,0
ENSMUSG00000089911,883,840,822,819,898,820
ENSMUSG00000105339,0,0,0,0,0,0
ENSMUSG00000105103,0,0,0,0,0,0
ENSMUSG00000106125,0,0,0,0,0,0
ENSMUSG00000027957,2775,2899,2063,2239,3044,2704
ENSMUSG00000033400,3018,1850,2813,2574,3119,2497
ENSMUSG00000106128,0,0,0,0,0,0
ENSMUSG00000106511,0,0,0,0,0,1
ENSMUSG00000105250,0,0,0,0,0,0
ENSMUSG00000105241,0,0,0,0,0,0
ENSMUSG00000033386,1925,2069,2116,2020,2230,2055
ENSMUSG00000033377,1365,1061,1768,1685,1786,1774
ENSMUSG00000106073,6,4,19,17,18,9
ENSMUSG00000080907,0,2,1,0,1,5
ENSMUSG00000105221,0,0,0,0,0,0
ENSMUSG00000028009,5,4,6,4,7,12
ENSMUSG00000106343,0,0,0,0,0,0
ENSMUSG00000106314,0,0,0,0,0,0
ENSMUSG00000105914,0,0,3,2,1,0
ENSMUSG00000106342,0,0,0,0,0,0
ENSMUSG00000044667,0,0,0,0,0,0
ENSMUSG00000092666,0,0,0,0,0,0
ENSMUSG00000033342,3,1,0,0,1,2
ENSMUSG00000028007,547,468,478,544,505,532
ENSMUSG00000093054,0,0,0,0,0,0
ENSMUSG00000104678,0,0,0,0,0,0
ENSMUSG00000104703,0,0,0,0,0,0
ENSMUSG00000097311,0,1,0,2,8,1
ENSMUSG00000065569,0,0,0,0,0,0
ENSMUSG00000093000,0,0,0,0,0,0
ENSMUSG00000104178,0,0,0,0,0,0
ENSMUSG00000104033,0,0,0,0,2,0
ENSMUSG00000104362,1,2,1,3,0,5
ENSMUSG00000102729,0,0,0,1,0,0
ENSMUSG00000033308,19171,16941,18408,21470,18935,18684
ENSMUSG00000106542,4,3,1,0,1,2
ENSMUSG00000087806,0,0,0,0,0,0
ENSMUSG00000106037,9,17,7,27,8,21
ENSMUSG00000028134,301,276,234,214,308,227
ENSMUSG00000105572,7,12,2,11,15,7
ENSMUSG00000106099,18,22,3,10,28,4
ENSMUSG00000106075,0,0,0,0,0,0
ENSMUSG00000094593,0,0,0,0,0,0
ENSMUSG00000096196,0,0,0,0,0,0
ENSMUSG00000104726,0,0,0,0,0,0
ENSMUSG00000065684,0,0,0,0,0,0
ENSMUSG00000098097,0,0,0,0,0,0
ENSMUSG00000089027,0,0,0,0,0,0
ENSMUSG00000105207,0,0,0,0,0,0
ENSMUSG00000105243,6,7,5,5,4,7
ENSMUSG00000104749,0,0,0,0,0,0
ENSMUSG00000028133,173,139,144,184,121,150
ENSMUSG00000106329,1,2,1,7,0,1
ENSMUSG00000098042,0,0,0,0,0,0
ENSMUSG00000028132,7672,9594,7409,9035,11435,9411
ENSMUSG00000106619,2,3,2,4,3,3
ENSMUSG00000104902,0,0,0,2,0,2
ENSMUSG00000039887,467,555,523,626,633,608
ENSMUSG00000084674,1,0,1,1,0,0
ENSMUSG00000106455,1,1,0,1,0,0
ENSMUSG00000105813,9,12,1,10,11,13
ENSMUSG00000053931,4289,4056,4236,4158,3766,4785
ENSMUSG00000106022,2,9,4,8,4,9
ENSMUSG00000039865,341,326,428,417,483,506
ENSMUSG00000097124,14,46,11,42,62,58
ENSMUSG00000044522,0,6,1,4,2,6
ENSMUSG00000074248,0,0,0,0,0,0
ENSMUSG00000106036,0,0,0,0,0,0
ENSMUSG00000105767,0,0,0,0,0,0
ENSMUSG00000106224,0,2,0,1,3,4
ENSMUSG00000028128,70,44,71,50,157,129
ENSMUSG00000104676,3,3,2,2,3,2
ENSMUSG00000028127,12528,12173,13814,15413,15355,13417
ENSMUSG00000106087,27,51,18,19,109,39
ENSMUSG00000105597,5,4,1,8,11,9
ENSMUSG00000105889,0,1,0,0,0,0
ENSMUSG00000104595,0,0,0,0,0,0
ENSMUSG00000039831,3374,2548,3675,3231,3353,3212
ENSMUSG00000104869,0,0,0,3,0,12
ENSMUSG00000028125,6,21,7,14,8,17
ENSMUSG00000104887,1,0,1,2,0,1
ENSMUSG00000105351,0,0,0,0,0,0
ENSMUSG00000104799,0,0,0,0,0,0
ENSMUSG00000078592,6,4,4,8,1,9
ENSMUSG00000092934,0,0,0,0,0,0
ENSMUSG00000028124,7900,8370,7419,9546,6208,8375
ENSMUSG00000057359,10,28,6,29,41,33
ENSMUSG00000093392,0,0,0,0,0,0
ENSMUSG00000039756,885,917,917,841,962,933
ENSMUSG00000105057,0,0,0,0,0,1
ENSMUSG00000076456,0,0,0,0,0,0
ENSMUSG00000028121,2136,1298,2331,1907,2090,2012
ENSMUSG00000104554,0,0,0,0,0,0
ENSMUSG00000104574,0,0,0,0,0,0
ENSMUSG00000087743,0,0,0,0,0,0
ENSMUSG00000039735,882,1103,941,952,716,925
ENSMUSG00000104773,0,0,0,0,0,0
ENSMUSG00000106194,2,0,3,1,2,0
ENSMUSG00000106364,1,0,0,0,1,2
ENSMUSG00000106365,5,8,3,8,7,10
ENSMUSG00000106562,0,0,0,0,0,0
ENSMUSG00000053965,31,50,36,62,37,49
ENSMUSG00000106583,0,3,0,0,0,0
ENSMUSG00000106376,0,0,1,0,0,0
ENSMUSG00000106059,0,0,0,0,0,0
ENSMUSG00000097852,0,2,1,0,0,1
ENSMUSG00000023057,1221,2038,866,1477,988,1377
ENSMUSG00000078590,0,0,0,0,0,0
ENSMUSG00000054091,406,398,607,605,389,459
ENSMUSG00000039701,518,709,398,506,565,457
ENSMUSG00000105478,0,0,0,0,0,0
ENSMUSG00000028116,0,0,0,0,0,0
ENSMUSG00000076949,0,0,0,0,0,0
ENSMUSG00000106114,0,0,0,0,0,0
ENSMUSG00000050315,5,8,8,2,5,9
ENSMUSG00000106012,0,0,0,0,0,0
ENSMUSG00000105562,0,0,0,0,0,0
ENSMUSG00000106220,0,0,0,0,0,0
ENSMUSG00000106490,0,0,0,0,0,0
ENSMUSG00000039234,3754,4755,3625,3993,3052,2896
ENSMUSG00000028114,203,176,253,209,229,214
ENSMUSG00000080545,0,0,0,0,0,0
ENSMUSG00000105784,0,0,0,2,1,0
ENSMUSG00000027978,1,4,3,1,0,1
ENSMUSG00000105058,0,0,0,0,0,2
ENSMUSG00000104960,34,66,99,66,75,65
ENSMUSG00000092730,0,0,0,0,0,0
ENSMUSG00000104670,0,0,0,0,0,0
ENSMUSG00000027977,2,3,0,3,2,4
ENSMUSG00000104860,0,0,0,0,0,0
ENSMUSG00000065132,0,0,0,0,0,0
ENSMUSG00000080842,0,0,0,0,0,0
ENSMUSG00000081939,0,0,0,0,0,0
ENSMUSG00000104531,0,0,0,0,0,0
ENSMUSG00000090474,0,0,0,0,0,0
ENSMUSG00000106238,0,0,0,0,0,0
ENSMUSG00000044528,0,0,0,0,0,0
ENSMUSG00000096544,21,10,36,50,34,37
ENSMUSG00000106150,0,0,0,0,0,0
ENSMUSG00000027973,0,0,0,0,0,0
ENSMUSG00000064915,0,0,0,0,0,0
ENSMUSG00000106413,0,0,0,0,0,0
ENSMUSG00000077726,0,0,0,0,0,0
ENSMUSG00000039174,0,0,0,0,0,0
ENSMUSG00000106009,0,0,0,0,0,0
ENSMUSG00000106423,0,0,0,0,0,0
ENSMUSG00000088099,0,0,0,0,0,0
ENSMUSG00000098033,0,0,0,0,0,0
ENSMUSG00000106001,0,0,0,0,0,0
ENSMUSG00000027971,0,0,0,0,0,0
ENSMUSG00000032854,0,0,0,1,0,0
ENSMUSG00000087726,0,0,0,0,0,0
ENSMUSG00000106503,0,0,0,0,0,0
ENSMUSG00000106094,0,0,0,0,0,0
ENSMUSG00000046561,0,0,0,0,0,0
ENSMUSG00000090427,0,0,0,0,0,0
ENSMUSG00000105695,0,0,0,0,0,0
ENSMUSG00000105233,0,0,1,1,1,0
ENSMUSG00000053819,332,336,275,291,216,278
ENSMUSG00000106475,2,3,0,1,1,0
ENSMUSG00000104571,0,0,0,0,0,0
ENSMUSG00000105586,0,0,0,1,0,0
ENSMUSG00000105774,0,0,1,0,0,0
ENSMUSG00000104906,0,0,0,0,0,0
ENSMUSG00000086679,0,0,0,0,0,0
ENSMUSG00000105378,1,1,0,0,0,0
ENSMUSG00000105553,0,0,0,0,0,0
ENSMUSG00000032826,210,304,410,415,188,264
ENSMUSG00000105469,0,0,0,0,0,0
ENSMUSG00000105939,0,0,0,0,0,0
ENSMUSG00000105119,0,0,0,0,0,0
ENSMUSG00000077617,20,4,21,21,27,20
ENSMUSG00000106612,2,0,1,1,6,0
ENSMUSG00000105322,0,0,0,4,0,0
ENSMUSG00000104963,0,0,0,0,0,0
ENSMUSG00000097456,0,0,0,1,1,2
ENSMUSG00000105202,0,0,0,0,0,0
ENSMUSG00000105733,0,0,0,0,0,0
ENSMUSG00000105445,0,0,0,0,0,0
ENSMUSG00000105568,0,0,0,0,0,0
ENSMUSG00000106446,0,0,0,0,0,0
ENSMUSG00000105822,0,0,0,0,0,0
ENSMUSG00000106369,0,0,0,0,0,0
ENSMUSG00000105969,0,1,0,0,0,0
ENSMUSG00000105116,0,0,0,0,0,0
ENSMUSG00000104957,0,0,0,0,0,0
ENSMUSG00000027968,353,299,436,385,290,298
ENSMUSG00000076252,0,0,0,0,0,0
ENSMUSG00000065482,0,0,0,0,0,0
ENSMUSG00000065552,0,0,0,0,2,0
ENSMUSG00000065447,0,0,0,0,1,0
ENSMUSG00000065413,0,0,0,1,0,0
ENSMUSG00000051278,60,59,63,58,41,37
ENSMUSG00000105104,0,0,0,0,0,0
ENSMUSG00000027967,0,0,0,0,0,0
ENSMUSG00000028028,70,117,45,57,20,76
ENSMUSG00000089988,1,4,18,4,4,12
ENSMUSG00000104888,0,0,0,0,1,0
ENSMUSG00000105701,0,1,0,0,0,0
ENSMUSG00000088537,0,0,0,0,0,0
ENSMUSG00000046688,343,511,317,412,241,433
ENSMUSG00000074238,749,772,683,762,671,769
ENSMUSG00000105804,9,16,3,7,9,1
ENSMUSG00000105447,0,1,0,1,0,0
ENSMUSG00000105550,0,0,0,0,1,3
ENSMUSG00000105008,0,0,0,0,0,0
ENSMUSG00000050549,113,125,133,80,118,131
ENSMUSG00000104763,0,0,0,0,0,0
ENSMUSG00000106437,0,0,0,0,0,0
ENSMUSG00000074237,0,0,0,0,0,0
ENSMUSG00000105816,0,0,0,0,0,0
ENSMUSG00000106119,0,0,0,0,0,0
ENSMUSG00000065248,0,0,0,0,0,0
ENSMUSG00000106245,0,0,0,0,0,0
ENSMUSG00000105527,0,0,0,0,0,0
ENSMUSG00000106029,0,0,0,0,0,0
ENSMUSG00000074236,1,0,0,1,0,0
ENSMUSG00000099640,0,0,0,0,0,0
ENSMUSG00000028023,0,0,0,0,0,0
ENSMUSG00000098515,0,0,0,0,0,0
ENSMUSG00000106078,0,0,0,0,0,0
ENSMUSG00000028024,3285,3556,2527,3545,1965,2778
ENSMUSG00000106417,0,3,0,1,0,2
ENSMUSG00000105166,0,0,2,0,0,0
ENSMUSG00000105278,0,0,0,0,0,0
ENSMUSG00000105712,1,0,0,0,0,0
ENSMUSG00000106258,1,0,0,1,0,0
ENSMUSG00000105837,2,8,1,11,1,6
ENSMUSG00000041220,664,1442,1011,2536,311,1228
ENSMUSG00000106092,0,0,0,0,0,0
ENSMUSG00000028017,38,10,22,14,31,25
ENSMUSG00000092701,0,2,0,0,0,0
ENSMUSG00000106120,0,0,0,0,0,0
ENSMUSG00000105596,0,0,0,0,0,0
ENSMUSG00000105960,0,0,0,0,0,0
ENSMUSG00000093865,0,0,0,0,0,0
ENSMUSG00000028012,0,0,0,0,0,0
ENSMUSG00000028010,78,78,96,73,73,71
ENSMUSG00000058952,40719,34325,41353,39634,43477,36503
ENSMUSG00000027999,396,293,260,217,705,498
ENSMUSG00000027997,827,596,646,633,1011,960
ENSMUSG00000027994,4,5,1,4,0,4
ENSMUSG00000001052,1190,1095,1557,1198,1232,1202
ENSMUSG00000063328,19,16,17,26,7,19
ENSMUSG00000106072,0,0,0,0,0,0
ENSMUSG00000058897,11,1,3,21,4,1
ENSMUSG00000106276,0,0,0,0,0,0
ENSMUSG00000065788,0,0,0,0,0,0
ENSMUSG00000105011,0,0,0,0,0,0
ENSMUSG00000105760,0,0,0,0,0,0
ENSMUSG00000105520,0,0,0,0,0,0
ENSMUSG00000019232,1089,2164,1318,1749,2384,3182
ENSMUSG00000041084,2182,2405,2568,2195,1987,1711
ENSMUSG00000105466,3,2,2,3,1,1
ENSMUSG00000062006,1543,1512,1638,1492,1891,1541
ENSMUSG00000105789,0,0,0,0,0,1
ENSMUSG00000106260,0,0,0,0,0,0
ENSMUSG00000105716,0,0,0,0,0,0
ENSMUSG00000106095,0,0,0,0,0,0
ENSMUSG00000104984,0,0,0,0,0,0
ENSMUSG00000104557,0,0,0,0,0,0
ENSMUSG00000088522,0,0,0,0,0,0
ENSMUSG00000105769,0,0,0,0,0,0
ENSMUSG00000105628,0,0,0,0,0,0
ENSMUSG00000104579,0,0,0,0,0,0
ENSMUSG00000106249,0,0,0,0,0,0
ENSMUSG00000105558,6,7,12,10,9,9
ENSMUSG00000104859,0,0,0,0,0,0
ENSMUSG00000106086,0,0,0,0,0,0
ENSMUSG00000027985,0,0,0,0,1,4
ENSMUSG00000104612,0,0,0,0,0,0
ENSMUSG00000027984,12677,12840,14207,14716,14511,16471
ENSMUSG00000106268,0,0,0,4,0,0
ENSMUSG00000027983,129,378,166,337,233,532
ENSMUSG00000097761,0,0,0,0,0,1
ENSMUSG00000050931,2030,1583,1802,1599,1924,2140
ENSMUSG00000104754,0,1,0,2,0,0
ENSMUSG00000028032,232,269,459,444,324,236
ENSMUSG00000105973,1,0,0,0,0,0
ENSMUSG00000105331,0,0,0,0,0,0
ENSMUSG00000104853,0,0,0,0,0,0
ENSMUSG00000087877,0,0,0,0,0,0
ENSMUSG00000064992,0,0,0,0,0,0
ENSMUSG00000028031,0,0,0,0,0,0
ENSMUSG00000106280,0,0,0,0,0,0
ENSMUSG00000089510,0,0,0,0,0,0
ENSMUSG00000091721,267,310,296,319,205,220
ENSMUSG00000106313,0,0,0,0,0,0
ENSMUSG00000028029,696,670,771,615,867,726
ENSMUSG00000028030,656,855,696,955,623,761
ENSMUSG00000105719,1,7,5,2,4,1
ENSMUSG00000087776,0,0,0,0,0,0
ENSMUSG00000105691,3,2,3,2,4,1
ENSMUSG00000106230,0,7,1,2,0,5
ENSMUSG00000106499,3,21,1,32,6,28
ENSMUSG00000040998,75,161,39,296,106,267
ENSMUSG00000089431,0,0,0,0,0,0
ENSMUSG00000028018,165,179,247,323,163,171
ENSMUSG00000104787,0,0,0,0,0,0
ENSMUSG00000105259,0,0,0,0,0,0
ENSMUSG00000105217,0,1,0,0,0,0
ENSMUSG00000028016,281,256,269,344,318,281
ENSMUSG00000040969,0,0,2,0,0,0
ENSMUSG00000105957,28,4,14,17,33,16
ENSMUSG00000028013,1166,813,1029,850,1002,855
ENSMUSG00000080506,0,0,0,0,0,0
ENSMUSG00000040943,758,926,939,965,826,585
ENSMUSG00000105085,0,1,1,4,0,1
ENSMUSG00000105595,0,0,0,0,0,0
ENSMUSG00000077336,0,0,0,0,0,0
ENSMUSG00000102530,0,0,0,0,0,0
ENSMUSG00000105952,0,0,0,0,0,0
ENSMUSG00000106069,38,69,137,154,81,60
ENSMUSG00000104645,0,0,1,0,0,0
ENSMUSG00000097911,2,0,0,0,0,0
ENSMUSG00000106130,0,0,0,0,0,0
ENSMUSG00000104556,0,0,0,0,0,0
ENSMUSG00000105523,0,0,0,0,0,0
ENSMUSG00000106139,14,14,6,2,5,4
ENSMUSG00000044365,10,4,15,5,2,3
ENSMUSG00000084564,0,0,0,0,0,0
ENSMUSG00000104779,0,0,0,0,0,0
ENSMUSG00000106628,0,0,0,0,0,0
ENSMUSG00000104530,0,0,0,0,0,0
ENSMUSG00000105765,0,0,0,0,0,0
ENSMUSG00000097031,0,0,0,0,0,0
ENSMUSG00000028172,0,0,1,0,0,0
ENSMUSG00000105559,0,0,0,0,0,0
ENSMUSG00000106569,0,0,0,0,0,0
ENSMUSG00000104539,0,0,0,0,0,0
ENSMUSG00000105538,0,0,0,0,0,0
ENSMUSG00000076366,0,0,0,0,0,0
ENSMUSG00000105266,0,0,0,0,0,0
ENSMUSG00000106079,0,0,0,0,0,0
ENSMUSG00000045328,66,207,305,282,377,184
ENSMUSG00000028167,74,139,161,226,112,205
ENSMUSG00000037994,1,2,3,5,2,8
ENSMUSG00000050150,1,1,0,0,2,1
ENSMUSG00000028165,1103,955,970,1006,1180,1021
ENSMUSG00000105981,5,11,0,6,3,2
ENSMUSG00000105449,16,28,16,23,12,21
ENSMUSG00000097032,6,17,3,10,9,10
ENSMUSG00000078578,9577,9088,8154,7737,7859,8355
ENSMUSG00000105404,0,2,1,0,1,1
ENSMUSG00000028164,763,694,771,674,865,633
ENSMUSG00000083045,0,0,0,1,0,0
ENSMUSG00000083610,0,1,4,7,2,6
ENSMUSG00000028163,1361,1054,1414,1182,959,947
ENSMUSG00000106149,0,0,0,2,0,0
ENSMUSG00000053897,1629,1731,1883,1958,1806,1549
ENSMUSG00000106306,0,2,1,0,0,0
ENSMUSG00000106290,45,42,32,41,46,30
ENSMUSG00000105681,6,15,10,10,7,7
ENSMUSG00000106141,0,0,0,0,0,0
ENSMUSG00000104710,1,0,0,0,0,0
ENSMUSG00000105937,0,0,0,0,0,0
ENSMUSG00000105244,0,0,0,0,0,0
ENSMUSG00000037922,117,162,48,71,20,71
ENSMUSG00000105869,0,0,0,0,0,0
ENSMUSG00000106363,0,0,0,0,0,0
ENSMUSG00000099508,0,0,0,0,0,0
ENSMUSG00000028161,1609,1483,1304,1303,1461,1519
ENSMUSG00000106596,0,0,0,0,0,0
ENSMUSG00000105545,0,0,0,0,0,0
ENSMUSG00000106439,0,0,0,0,0,0
ENSMUSG00000106398,0,0,0,0,0,0
ENSMUSG00000105327,0,0,0,0,0,0
ENSMUSG00000104617,0,0,0,0,0,0
ENSMUSG00000065906,0,0,0,0,0,0
ENSMUSG00000104610,0,0,0,0,0,0
ENSMUSG00000054690,124,198,124,64,35,81
ENSMUSG00000055138,0,0,0,0,0,0
ENSMUSG00000080330,0,0,0,0,0,0
ENSMUSG00000046818,6,9,23,14,8,13
ENSMUSG00000105325,0,0,0,0,0,0
ENSMUSG00000094856,0,0,0,1,0,0
ENSMUSG00000106122,0,0,0,0,0,0
ENSMUSG00000064460,0,0,0,0,0,0
ENSMUSG00000099011,0,0,0,0,0,0
ENSMUSG00000105427,0,0,0,0,0,0
ENSMUSG00000105676,0,0,0,0,1,0
ENSMUSG00000037894,1224,1497,2199,2023,2454,1790
ENSMUSG00000074212,965,803,810,780,764,761
ENSMUSG00000106629,0,0,0,0,0,0
ENSMUSG00000105748,5,7,2,5,7,1
ENSMUSG00000081829,0,0,0,0,0,0
ENSMUSG00000088932,0,0,0,0,0,0
ENSMUSG00000104675,0,1,0,0,0,0
ENSMUSG00000091512,416,496,388,396,485,468
ENSMUSG00000028159,28,62,22,31,6,53
ENSMUSG00000105296,0,0,0,0,0,0
ENSMUSG00000049349,0,4,0,0,0,0
ENSMUSG00000090066,1,8,4,2,6,2
ENSMUSG00000028158,12198,14333,13946,15572,16740,14211
ENSMUSG00000104776,7,7,2,7,8,5
ENSMUSG00000004127,109,111,164,140,138,126
ENSMUSG00000012042,0,0,1,2,2,2
ENSMUSG00000099146,383,323,551,494,509,271
ENSMUSG00000055301,363,371,455,449,396,331
ENSMUSG00000074207,83319,69380,96154,96623,78264,72761
ENSMUSG00000089635,401,311,278,205,392,205
ENSMUSG00000053054,1,1,1,1,0,3
ENSMUSG00000074206,1,5,3,2,0,1
ENSMUSG00000087752,0,0,0,0,0,0
ENSMUSG00000090306,296,315,308,522,268,412
ENSMUSG00000037797,2143,2839,2564,3996,1358,2565
ENSMUSG00000028138,10254,10138,10622,12107,10263,11298
ENSMUSG00000005813,1469,1204,1535,1330,1329,1323
ENSMUSG00000105751,0,0,0,0,0,0
ENSMUSG00000106462,0,0,0,0,0,0
ENSMUSG00000028156,1979,1895,1753,1876,1573,1800
ENSMUSG00000088373,0,0,0,0,0,0
ENSMUSG00000106353,0,0,0,0,0,0
ENSMUSG00000104680,0,0,0,0,0,0
ENSMUSG00000105396,0,0,0,0,0,0
ENSMUSG00000105126,0,0,0,0,0,0
ENSMUSG00000105838,0,0,0,0,0,0
ENSMUSG00000028152,22,23,18,13,16,22
ENSMUSG00000086123,0,0,0,0,0,1
ENSMUSG00000028149,1127,1146,976,1004,1067,1094
ENSMUSG00000104724,1,2,1,0,2,0
ENSMUSG00000090801,0,0,0,0,0,0
ENSMUSG00000047940,0,0,0,0,0,0
ENSMUSG00000104992,0,0,0,0,0,0
ENSMUSG00000065675,0,0,0,0,0,0
